snapshot_id,citation_key,title,doi_or_url,verified_utc,claim_supported,verification_notes
crossref_20260924T070837Z,raymond2020heat,The emergence of heat and humidity too severe for human tolerance,https://doi.org/10.1126/sciadv.aaw1838,2026-09-24T07:08:37+00:00,Compound heat and humidity extremes are relevant to human tolerance,Crossref metadata verified; publication date 2020-5-8. Claim scope limited to the cited work's documented topic.
crossref_20260924T070837Z,mora2017deadlyheat,Global risk of deadly heat,https://doi.org/10.1038/nclimate3322,2026-09-24T07:08:37+00:00,Population exposure to dangerous heat has global relevance,Crossref metadata verified; publication date 2017-7. Claim scope limited to the cited work's documented topic.
crossref_20260924T070837Z,loeb2018ceres,Clouds and the Earth’s Radiant Energy System (CERES) Energy Balanced and Filled (EBAF) Top-of-Atmosphere (TOA) Edition-4.0 Data Product,https://doi.org/10.1175/JCLI-D-17-0208.1,2026-09-24T07:08:37+00:00,"CERES EBAF supplies observational TOA radiation fields, not causal heat-response derivatives",Crossref metadata verified; publication date 2018-1. Claim scope limited to the cited work's documented topic.
crossref_20260924T070837Z,raman2014radiative,Passive radiative cooling below ambient air temperature under direct sunlight,https://doi.org/10.1038/nature13883,2026-09-24T07:08:37+00:00,Engineered radiative cooling can reject heat through the atmospheric window under specific device conditions,Crossref metadata verified; publication date 2014-11. Claim scope limited to the cited work's documented topic.
crossref_20260924T085737Z,kalnay1996ncep,The NCEP/NCAR 40-Year Reanalysis Project,https://doi.org/10.1175/1520-0477(1996)077<0437:TNYRP>2.0.CO;2,2026-09-24T08:57:37+00:00,NCEP/NCAR Reanalysis 1 architecture and characteristics,Crossref metadata verified; publication date 1996-3. Claim scope limited to the cited work's documented topic.
crossref_20260924T085737Z,tatem2017worldpop,High resolution global gridded data for use in population studies,https://doi.org/10.1038/sdata.2017.1,2026-09-24T08:57:37+00:00,WorldPop-style high-resolution global gridded population data,Crossref metadata verified; publication date 2017-1-31. Claim scope limited to the cited work's documented topic.
crossref_20260924T085737Z,hersbach2020era5,The ERA5 global reanalysis,https://doi.org/10.1002/qj.3803,2026-09-24T08:57:37+00:00,"ERA5 architecture, assimilation, and reanalysis characteristics",Crossref metadata verified; publication date 2020-7. Claim scope limited to the cited work's documented topic.
crossref_20260924T085737Z,dinapoli2021era5heat,ERA5‐HEAT: A global gridded historical dataset of human thermal comfort indices from climate reanalysis,https://doi.org/10.1002/gdj3.102,2026-09-24T08:57:37+00:00,Global gridded thermal-comfort indices can be derived from reanalysis,Crossref metadata verified; publication date 2021-6. Claim scope limited to the cited work's documented topic.
crossref_20260924T085737Z,flanner2009anthropogenic,Integrating anthropogenic heat flux with global climate models,https://doi.org/10.1029/2008GL036465,2026-09-24T08:57:37+00:00,Anthropogenic heat flux is spatially concentrated and can affect regional climate,Crossref metadata verified; publication date 2009-1. Claim scope limited to the cited work's documented topic.
crossref_20260924T085737Z,chen2004anthropogenic,Impacts of anthropogenic heat on regional climate patterns,https://doi.org/10.1029/2004GL019852,2026-09-24T08:57:37+00:00,Regional climate responses to anthropogenic heat have been modeled,Crossref metadata verified; publication date 2004-6. Claim scope limited to the cited work's documented topic.
crossref_20260924T085737Z,li2022allocation,Optimal spatial resource allocation in networks: Application to district heating and cooling,https://doi.org/10.1016/j.cie.2022.108448,2026-09-24T08:57:37+00:00,Spatial allocation of thermal resources can be formulated with transportation theory and linear programming,Crossref metadata verified; publication date 2022-9. Claim scope limited to the cited work's documented topic.
crossref_20260924T085737Z,guelpa2019storage,Thermal energy storage in district heating and cooling systems: A review,https://doi.org/10.1016/j.apenergy.2019.113474,2026-09-24T08:57:37+00:00,Short- and long-duration thermal storage are established district-energy flexibility options,Crossref metadata verified; publication date 2019-10. Claim scope limited to the cited work's documented topic.
crossref_20260924T085737Z,lund2014district,4th Generation District Heating (4GDH),https://doi.org/10.1016/j.energy.2014.02.089,2026-09-24T08:57:37+00:00,Low-temperature district heating integrates thermal resources and storage,Crossref metadata verified; publication date 2014-4. Claim scope limited to the cited work's documented topic.
crossref_20260924T085737Z,peyre2019transport,Computational Optimal Transport with Applications to Data Sciences,https://doi.org/10.1561/2200000073,2026-09-24T08:57:37+00:00,Computational optimal transport provides scalable regularized transport methods,Crossref metadata verified; publication date 2019-2-12. Claim scope limited to the cited work's documented topic.
crossref_20260924T085737Z,john2022oceanmover,Ocean mover’s distance: using optimal transport for analysing oceanographic data,https://doi.org/10.1098/rspa.2021.0875,2026-09-24T08:57:37+00:00,Optimal transport respects spatial displacement in oceanographic fields,Crossref metadata verified; publication date 2022-6. Claim scope limited to the cited work's documented topic.
crossref_20260924T085737Z,parno2019seaice,Remote Measurement of Sea Ice Dynamics With Regularized Optimal Transport,https://doi.org/10.1029/2019GL083037,2026-09-24T08:57:37+00:00,Regularized optimal transport has been applied to sea-ice dynamics,Crossref metadata verified; publication date 2019-5-28. Claim scope limited to the cited work's documented topic.
crossref_20260924T085737Z,vissio2020wasserstein,Evaluating the Performance of Climate Models Based on Wasserstein Distance,https://doi.org/10.1029/2020GL089385,2026-09-24T08:57:37+00:00,Wasserstein distance has been used to evaluate climate-model fields,Crossref metadata verified; publication date 2020-11-16. Claim scope limited to the cited work's documented topic.
crossref_20260924T085737Z,buzan2015heatstress,Implementation and comparison of a suite of heat stress metrics within the Community Land Model version 4.5,https://doi.org/10.5194/gmd-8-151-2015,2026-09-24T08:57:37+00:00,Heat-stress metrics differ materially and should be sensitivity-tested,Crossref metadata verified; publication date 2015-2-5. Claim scope limited to the cited work's documented topic.
crossref_20260924T085737Z,liljegren2008wbgt,Modeling the Wet Bulb Globe Temperature Using Standard Meteorological Measurements,https://doi.org/10.1080/15459620802310770,2026-09-24T08:57:37+00:00,WBGT can be modeled from standard meteorological measurements,Crossref metadata verified; publication date 2008-9-18. Claim scope limited to the cited work's documented topic.
crossref_20260924T085737Z,raymond2020heat,The emergence of heat and humidity too severe for human tolerance,https://doi.org/10.1126/sciadv.aaw1838,2026-09-24T08:57:37+00:00,Compound heat and humidity extremes are relevant to human tolerance,Crossref metadata verified; publication date 2020-5-8. Claim scope limited to the cited work's documented topic.
crossref_20260924T085737Z,mora2017deadlyheat,Global risk of deadly heat,https://doi.org/10.1038/nclimate3322,2026-09-24T08:57:37+00:00,Population exposure to dangerous heat has global relevance,Crossref metadata verified; publication date 2017-7. Claim scope limited to the cited work's documented topic.
crossref_20260924T085737Z,loeb2018ceres,Clouds and the Earth’s Radiant Energy System (CERES) Energy Balanced and Filled (EBAF) Top-of-Atmosphere (TOA) Edition-4.0 Data Product,https://doi.org/10.1175/JCLI-D-17-0208.1,2026-09-24T08:57:37+00:00,"CERES EBAF supplies observational TOA radiation fields, not causal heat-response derivatives",Crossref metadata verified; publication date 2018-1. Claim scope limited to the cited work's documented topic.
crossref_20260924T085737Z,raman2014radiative,Passive radiative cooling below ambient air temperature under direct sunlight,https://doi.org/10.1038/nature13883,2026-09-24T08:57:37+00:00,Engineered radiative cooling can reject heat through the atmospheric window under specific device conditions,Crossref metadata verified; publication date 2014-11. Claim scope limited to the cited work's documented topic.
crossref_20260924T091355Z,kalnay1996ncep,The NCEP/NCAR 40-Year Reanalysis Project,https://doi.org/10.1175/1520-0477(1996)077<0437:TNYRP>2.0.CO;2,2026-09-24T09:13:55+00:00,NCEP/NCAR Reanalysis 1 architecture and characteristics,Crossref metadata verified; publication date 1996-3. Claim scope limited to the cited work's documented topic.
crossref_20260924T091355Z,tatem2017worldpop,High resolution global gridded data for use in population studies,https://doi.org/10.1038/sdata.2017.1,2026-09-24T09:13:55+00:00,WorldPop-style high-resolution global gridded population data,Crossref metadata verified; publication date 2017-1-31. Claim scope limited to the cited work's documented topic.
crossref_20260924T091355Z,hersbach2020era5,The ERA5 global reanalysis,https://doi.org/10.1002/qj.3803,2026-09-24T09:13:55+00:00,"ERA5 architecture, assimilation, and reanalysis characteristics",Crossref metadata verified; publication date 2020-7. Claim scope limited to the cited work's documented topic.
crossref_20260924T091355Z,dinapoli2021era5heat,ERA5‐HEAT: A global gridded historical dataset of human thermal comfort indices from climate reanalysis,https://doi.org/10.1002/gdj3.102,2026-09-24T09:13:55+00:00,Global gridded thermal-comfort indices can be derived from reanalysis,Crossref metadata verified; publication date 2021-6. Claim scope limited to the cited work's documented topic.
crossref_20260924T091355Z,flanner2009anthropogenic,Integrating anthropogenic heat flux with global climate models,https://doi.org/10.1029/2008GL036465,2026-09-24T09:13:55+00:00,Anthropogenic heat flux is spatially concentrated and can affect regional climate,Crossref metadata verified; publication date 2009-1. Claim scope limited to the cited work's documented topic.
crossref_20260924T091355Z,chen2004anthropogenic,Impacts of anthropogenic heat on regional climate patterns,https://doi.org/10.1029/2004GL019852,2026-09-24T09:13:55+00:00,Regional climate responses to anthropogenic heat have been modeled,Crossref metadata verified; publication date 2004-6. Claim scope limited to the cited work's documented topic.
crossref_20260924T091355Z,li2022allocation,Optimal spatial resource allocation in networks: Application to district heating and cooling,https://doi.org/10.1016/j.cie.2022.108448,2026-09-24T09:13:55+00:00,Spatial allocation of thermal resources can be formulated with transportation theory and linear programming,Crossref metadata verified; publication date 2022-9. Claim scope limited to the cited work's documented topic.
crossref_20260924T091355Z,guelpa2019storage,Thermal energy storage in district heating and cooling systems: A review,https://doi.org/10.1016/j.apenergy.2019.113474,2026-09-24T09:13:55+00:00,Short- and long-duration thermal storage are established district-energy flexibility options,Crossref metadata verified; publication date 2019-10. Claim scope limited to the cited work's documented topic.
crossref_20260924T091355Z,lund2014district,4th Generation District Heating (4GDH),https://doi.org/10.1016/j.energy.2014.02.089,2026-09-24T09:13:55+00:00,Low-temperature district heating integrates thermal resources and storage,Crossref metadata verified; publication date 2014-4. Claim scope limited to the cited work's documented topic.
crossref_20260924T091355Z,peyre2019transport,Computational Optimal Transport with Applications to Data Sciences,https://doi.org/10.1561/2200000073,2026-09-24T09:13:55+00:00,Computational optimal transport provides scalable regularized transport methods,Crossref metadata verified; publication date 2019-2-12. Claim scope limited to the cited work's documented topic.
crossref_20260924T091355Z,john2022oceanmover,Ocean mover’s distance: using optimal transport for analysing oceanographic data,https://doi.org/10.1098/rspa.2021.0875,2026-09-24T09:13:55+00:00,Optimal transport respects spatial displacement in oceanographic fields,Crossref metadata verified; publication date 2022-6. Claim scope limited to the cited work's documented topic.
crossref_20260924T091355Z,parno2019seaice,Remote Measurement of Sea Ice Dynamics With Regularized Optimal Transport,https://doi.org/10.1029/2019GL083037,2026-09-24T09:13:55+00:00,Regularized optimal transport has been applied to sea-ice dynamics,Crossref metadata verified; publication date 2019-5-28. Claim scope limited to the cited work's documented topic.
crossref_20260924T091355Z,vissio2020wasserstein,Evaluating the Performance of Climate Models Based on Wasserstein Distance,https://doi.org/10.1029/2020GL089385,2026-09-24T09:13:55+00:00,Wasserstein distance has been used to evaluate climate-model fields,Crossref metadata verified; publication date 2020-11-16. Claim scope limited to the cited work's documented topic.
crossref_20260924T091355Z,buzan2015heatstress,Implementation and comparison of a suite of heat stress metrics within the Community Land Model version 4.5,https://doi.org/10.5194/gmd-8-151-2015,2026-09-24T09:13:55+00:00,Heat-stress metrics differ materially and should be sensitivity-tested,Crossref metadata verified; publication date 2015-2-5. Claim scope limited to the cited work's documented topic.
crossref_20260924T091355Z,liljegren2008wbgt,Modeling the Wet Bulb Globe Temperature Using Standard Meteorological Measurements,https://doi.org/10.1080/15459620802310770,2026-09-24T09:13:55+00:00,WBGT can be modeled from standard meteorological measurements,Crossref metadata verified; publication date 2008-9-18. Claim scope limited to the cited work's documented topic.
crossref_20260924T091355Z,stull2011wetbulb,Wet-Bulb Temperature from Relative Humidity and Air Temperature,https://doi.org/10.1175/JAMC-D-11-0143.1,2026-09-24T09:13:55+00:00,Empirical wet-bulb approximation from air temperature and relative humidity,Crossref metadata verified; publication date 2011-11. Claim scope limited to the cited work's documented topic.
crossref_20260924T091355Z,raymond2020heat,The emergence of heat and humidity too severe for human tolerance,https://doi.org/10.1126/sciadv.aaw1838,2026-09-24T09:13:55+00:00,Compound heat and humidity extremes are relevant to human tolerance,Crossref metadata verified; publication date 2020-5-8. Claim scope limited to the cited work's documented topic.
crossref_20260924T091355Z,mora2017deadlyheat,Global risk of deadly heat,https://doi.org/10.1038/nclimate3322,2026-09-24T09:13:55+00:00,Population exposure to dangerous heat has global relevance,Crossref metadata verified; publication date 2017-7. Claim scope limited to the cited work's documented topic.
crossref_20260924T091355Z,loeb2018ceres,Clouds and the Earth’s Radiant Energy System (CERES) Energy Balanced and Filled (EBAF) Top-of-Atmosphere (TOA) Edition-4.0 Data Product,https://doi.org/10.1175/JCLI-D-17-0208.1,2026-09-24T09:13:55+00:00,"CERES EBAF supplies observational TOA radiation fields, not causal heat-response derivatives",Crossref metadata verified; publication date 2018-1. Claim scope limited to the cited work's documented topic.
crossref_20260924T091355Z,raman2014radiative,Passive radiative cooling below ambient air temperature under direct sunlight,https://doi.org/10.1038/nature13883,2026-09-24T09:13:55+00:00,Engineered radiative cooling can reject heat through the atmospheric window under specific device conditions,Crossref metadata verified; publication date 2014-11. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,kalnay1996ncep,The NCEP/NCAR 40-Year Reanalysis Project,https://doi.org/10.1175/1520-0477(1996)077<0437:TNYRP>2.0.CO;2,2026-09-25T08:03:21+00:00,NCEP/NCAR Reanalysis 1 architecture and characteristics,Crossref metadata verified; publication date 1996-3. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,tatem2017worldpop,High resolution global gridded data for use in population studies,https://doi.org/10.1038/sdata.2017.1,2026-09-25T08:03:21+00:00,WorldPop-style high-resolution global gridded population data,Crossref metadata verified; publication date 2017-1-31. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,hersbach2020era5,The ERA5 global reanalysis,https://doi.org/10.1002/qj.3803,2026-09-25T08:03:21+00:00,"ERA5 architecture, assimilation, and reanalysis characteristics",Crossref metadata verified; publication date 2020-7. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,dinapoli2021era5heat,ERA5‐HEAT: A global gridded historical dataset of human thermal comfort indices from climate reanalysis,https://doi.org/10.1002/gdj3.102,2026-09-25T08:03:21+00:00,Global gridded thermal-comfort indices can be derived from reanalysis,Crossref metadata verified; publication date 2021-6. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,flanner2009anthropogenic,Integrating anthropogenic heat flux with global climate models,https://doi.org/10.1029/2008GL036465,2026-09-25T08:03:21+00:00,Anthropogenic heat flux is spatially concentrated and can affect regional climate,Crossref metadata verified; publication date 2009-1. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,chen2004anthropogenic,Impacts of anthropogenic heat on regional climate patterns,https://doi.org/10.1029/2004GL019852,2026-09-25T08:03:21+00:00,Regional climate responses to anthropogenic heat have been modeled,Crossref metadata verified; publication date 2004-6. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,li2022allocation,Optimal spatial resource allocation in networks: Application to district heating and cooling,https://doi.org/10.1016/j.cie.2022.108448,2026-09-25T08:03:21+00:00,Spatial allocation of thermal resources can be formulated with transportation theory and linear programming,Crossref metadata verified; publication date 2022-9. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,guelpa2019storage,Thermal energy storage in district heating and cooling systems: A review,https://doi.org/10.1016/j.apenergy.2019.113474,2026-09-25T08:03:21+00:00,Short- and long-duration thermal storage are established district-energy flexibility options,Crossref metadata verified; publication date 2019-10. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,lund2014district,4th Generation District Heating (4GDH),https://doi.org/10.1016/j.energy.2014.02.089,2026-09-25T08:03:21+00:00,Low-temperature district heating integrates thermal resources and storage,Crossref metadata verified; publication date 2014-4. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,peyre2019transport,Computational Optimal Transport with Applications to Data Sciences,https://doi.org/10.1561/2200000073,2026-09-25T08:03:21+00:00,Computational optimal transport provides scalable regularized transport methods,Crossref metadata verified; publication date 2019-2-12. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,john2022oceanmover,Ocean mover’s distance: using optimal transport for analysing oceanographic data,https://doi.org/10.1098/rspa.2021.0875,2026-09-25T08:03:21+00:00,Optimal transport respects spatial displacement in oceanographic fields,Crossref metadata verified; publication date 2022-6. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,parno2019seaice,Remote Measurement of Sea Ice Dynamics With Regularized Optimal Transport,https://doi.org/10.1029/2019GL083037,2026-09-25T08:03:21+00:00,Regularized optimal transport has been applied to sea-ice dynamics,Crossref metadata verified; publication date 2019-5-28. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,vissio2020wasserstein,Evaluating the Performance of Climate Models Based on Wasserstein Distance,https://doi.org/10.1029/2020GL089385,2026-09-25T08:03:21+00:00,Wasserstein distance has been used to evaluate climate-model fields,Crossref metadata verified; publication date 2020-11-16. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,buzan2015heatstress,Implementation and comparison of a suite of heat stress metrics within the Community Land Model version 4.5,https://doi.org/10.5194/gmd-8-151-2015,2026-09-25T08:03:21+00:00,Heat-stress metrics differ materially and should be sensitivity-tested,Crossref metadata verified; publication date 2015-2-5. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,liljegren2008wbgt,Modeling the Wet Bulb Globe Temperature Using Standard Meteorological Measurements,https://doi.org/10.1080/15459620802310770,2026-09-25T08:03:21+00:00,WBGT can be modeled from standard meteorological measurements,Crossref metadata verified; publication date 2008-9-18. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,stull2011wetbulb,Wet-Bulb Temperature from Relative Humidity and Air Temperature,https://doi.org/10.1175/JAMC-D-11-0143.1,2026-09-25T08:03:21+00:00,Empirical wet-bulb approximation from air temperature and relative humidity,Crossref metadata verified; publication date 2011-11. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,raymond2020heat,The emergence of heat and humidity too severe for human tolerance,https://doi.org/10.1126/sciadv.aaw1838,2026-09-25T08:03:21+00:00,Compound heat and humidity extremes are relevant to human tolerance,Crossref metadata verified; publication date 2020-5-8. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,mora2017deadlyheat,Global risk of deadly heat,https://doi.org/10.1038/nclimate3322,2026-09-25T08:03:21+00:00,Population exposure to dangerous heat has global relevance,Crossref metadata verified; publication date 2017-7. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,loeb2018ceres,Clouds and the Earth’s Radiant Energy System (CERES) Energy Balanced and Filled (EBAF) Top-of-Atmosphere (TOA) Edition-4.0 Data Product,https://doi.org/10.1175/JCLI-D-17-0208.1,2026-09-25T08:03:21+00:00,"CERES EBAF supplies observational TOA radiation fields, not causal heat-response derivatives",Crossref metadata verified; publication date 2018-1. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,raman2014radiative,Passive radiative cooling below ambient air temperature under direct sunlight,https://doi.org/10.1038/nature13883,2026-09-25T08:03:21+00:00,Engineered radiative cooling can reject heat through the atmospheric window under specific device conditions,Crossref metadata verified; publication date 2014-11. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,zhai2017radiative,Scalable-manufactured randomized glass-polymer hybrid metamaterial for daytime radiative cooling,https://doi.org/10.1126/science.aai7899,2026-09-25T08:03:21+00:00,Scalable radiative-cooling materials reject heat only under specified device and sky conditions,Crossref metadata verified; publication date 2017-3-10. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,chertow2007symbiosis,“Uncovering” Industrial Symbiosis,https://doi.org/10.1162/jiec.2007.1110,2026-09-25T08:03:21+00:00,Industrial symbiosis exchanges by-product energy and materials between co-located actors,Crossref metadata verified; publication date 2007-1. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,steffen2015boundaries,Planetary boundaries: Guiding human development on a changing planet,https://doi.org/10.1126/science.1259855,2026-09-25T08:03:21+00:00,Environmental performance must be judged against multiple Earth-system boundaries rather than a single objective,Crossref metadata verified; publication date 2015-2-13. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,hellweg2014lca,"Emerging approaches, challenges and opportunities in life cycle assessment",https://doi.org/10.1126/science.1248361,2026-09-25T08:03:21+00:00,Life cycle assessment exists to reveal impacts displaced outside a narrow assessment boundary,Crossref metadata verified; publication date 2014-6-6. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,finnveden2009lca,Recent developments in Life Cycle Assessment,https://doi.org/10.1016/j.jenvman.2009.06.018,2026-09-25T08:03:21+00:00,Life cycle assessment methodology addresses trade-offs across impact categories and life-cycle stages,Crossref metadata verified; publication date 2009-10. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,laurent2012carbonfootprint,Limitations of Carbon Footprint as Indicator of Environmental Sustainability,https://doi.org/10.1021/es204163f,2026-09-25T08:03:21+00:00,Single-indicator environmental optimization can misrepresent overall environmental performance,Crossref metadata verified; publication date 2012-4-3. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,zink2017rebound,Circular Economy Rebound,https://doi.org/10.1111/jiec.12545,2026-09-25T08:03:21+00:00,Well-intended circular strategies can produce rebound effects that offset expected environmental gains,Crossref metadata verified; publication date 2017-6. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,korhonen2018circular,Circular Economy: The Concept and its Limitations,https://doi.org/10.1016/j.ecolecon.2017.06.041,2026-09-25T08:03:21+00:00,Circular-economy concepts have documented conceptual and thermodynamic limitations,Crossref metadata verified; publication date 2018-1. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,ryberg2018absolute,A Framework for Development and Communication of Absolute Environmental Sustainability Assessment Methods,https://doi.org/10.1111/jiec.12820,2026-09-25T08:03:21+00:00,Assessment methods that omit impact categories carry an explicit risk of burden shifting,Crossref metadata verified; publication date 2019-8. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,moncaster2019burdenshifting,The risk of burden shifting from embodied carbon calculation tools for the infrastructure sector,https://doi.org/10.1016/j.jclepro.2019.03.171,2026-09-25T08:03:21+00:00,Partial-boundary decision tools can shift burden to life-cycle stages outside the tool boundary,Crossref metadata verified; publication date 2019-6. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,gonzalezgaray2019burdenshifting,Life cycle burden-shifting in energy systems designed to minimize greenhouse gas emissions: Novel analytical method and application to the United States,https://doi.org/10.1016/j.jclepro.2019.04.276,2026-09-25T08:03:21+00:00,Optimizing energy systems for one environmental objective can shift burden to other impact categories,Crossref metadata verified; publication date 2019-8. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,li2026datacenterburden,Uncovering the burden shifting of data center cooling: System-level water-energy-carbon optimization for urban infrastructure,https://doi.org/10.1016/j.jclepro.2026.149201,2026-09-25T08:03:21+00:00,Burden shifting in data-centre cooling has been analysed as a system-level water-energy-carbon trade-off,Crossref metadata verified; publication date 2026-9. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,glavic2007sustainability,Review of sustainability terms and their definitions,https://doi.org/10.1016/j.jclepro.2006.12.006,2026-09-25T08:03:21+00:00,Cleaner production is defined by prevention rather than by relocation of emissions,Crossref metadata verified; publication date 2007-12. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,shi2016cleanerproduction,Barriers and strategies applying Cleaner Production: a systematic review,https://doi.org/10.1016/j.jclepro.2015.11.034,2026-09-25T08:03:21+00:00,Cleaner-production implementation is constrained by documented organisational and evidence barriers,Crossref metadata verified; publication date 2016-2. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,forman2016wasteheat,Estimating the global waste heat potential,https://doi.org/10.1016/j.rser.2015.12.192,2026-09-25T08:03:21+00:00,A large share of global primary energy is released as low-temperature waste heat,Crossref metadata verified; publication date 2016-5. Claim scope limited to the cited work's documented topic.
